Julia,Maciejewski58,4890,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,58@pjwstk.edu.pl,Adam,Alina
Karol,Jankowski59,4594,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,59@pjwstk.edu.pl,Adam,Alina
Katarzyna,Nowak61,4925,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,61@pjwstk.edu.pl,Adam,Alina
Marzena,Brzęczyszczykiewicz62,4748,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,62@pjwstk.edu.pl,Adam,Alina
Filip,Maciejewski63,4720,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,63@pjwstk.edu.pl,Adam,Alina
Karolina,Jankowski64,4423,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,64@pjwstk.edu.pl,Adam,Alina
Mateusz,Kowalski65,4299,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,65@pjwstk.edu.pl,Adam,Alina
Magdalena,Nowak66,4629,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,66@pjwstk.edu.pl,Adam,Alina
Igor,Brzęczyszczykiewicz67,4889,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,67@pjwstk.edu.pl,Adam,Alina
Bogumiła,Maciejewski68,4831,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,68@pjwstk.edu.pl,Adam,Alina
Paweł,Jankowski69,4478,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,69@pjwstk.edu.pl,Adam,Alina
Marta,Kowalski70,4718,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,70@pjwstk.edu.pl,Adam,Alina
Kamil,Nowak71,4741,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,71@pjwstk.edu.pl,Adam,Alina
Beata,Brzęczyszczykiewicz72,4444,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,72@pjwstk.edu.pl,Adam,Alina
Kacper,Maciejewski73,4552,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,73@pjwstk.edu.pl,Adam,Alina
Gustaw,Jankowski74,4462,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,74@pjwstk.edu.pl,Adam,Alina
Arkadiusz,Kowalski75,4414,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,75@pjwstk.edu.pl,Adam,Alina
Sonia,Nowak76,4508,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,76@pjwstk.edu.pl,Adam,Alina
Sandra,Brzęczyszczykiewicz77,4800,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,77@pjwstk.edu.pl,Adam,Alina
Małgorzata,Maciejewski78,4429,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,78@pjwstk.edu.pl,Adam,Alina
Kiyomi,Jankowski79,4927,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,79@pjwstk.edu.pl,Adam,Alina
Konrad,Kowalski80,4502,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,80@pjwstk.edu.pl,Adam,Alina
Tomasz,Nowak81,4744,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,81@pjwstk.edu.pl,Adam,Alina
Maciej,Brzęczyszczykiewicz82,4477,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,82@pjwstk.edu.pl,Adam,Alina
Katarzyna,Maciejewski83,4736,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,83@pjwstk.edu.pl,Adam,Alina
Klaudia,Jankowski84,4849,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,84@pjwstk.edu.pl,Adam,Alina
Michał,Kowalski85,4819,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,85@pjwstk.edu.pl,Adam,Alina
Sebastian,Nowak86,4445,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,86@pjwstk.edu.pl,Adam,Alina
Kamil,Brzęczyszczykiewicz87,4707,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,87@pjwstk.edu.pl,Adam,Alina
Jagna,Maciejewski88,4764,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,88@pjwstk.edu.pl,Adam,Alina
Izabela,Jankowski89,4722,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,89@pjwstk.edu.pl,Adam,Alina
Mateusz,Kowalski90,4452,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,90@pjwstk.edu.pl,Adam,Alina
Daria,Nowak91,4545,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,91@pjwstk.edu.pl,Adam,Alina
Agnieszka,Brzęczyszczykiewicz92,4771,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,92@pjwstk.edu.pl,Adam,Alina
Iwona,Maciejewski93,4706,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,93@pjwstk.edu.pl,Adam,Alina
Aleksandra,Jankowski94,4772,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,94@pjwstk.edu.pl,Adam,Alina
Tomasz,Kowalski95,3374,2000-02-12,Informatyka dzienne,Dzienne,95@pjwstk.edu.pl,Adam,Alina
Jolanta,Nowak96,4756,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,96@pjwstk.edu.pl,Adam,Alina
Aleksandra,Brzęczyszczykiewicz97,4457,2000-02-12,Sztuka Nowych Mediów dzienne,Dzienne,97@pjwstk.edu.pl,Adam,Alina
Paweł,Brzęczyszczykiewicz252,4412,2000-02-12,Informatyka dzienne po angielsku,Dzienne,252@pjwstk.edu.pl,Adam,Alina
Dariusz,Maciejewski253,4525,2000-02-12,Informatyka dzienne,Dzienne,253@pjwstk.edu.pl,Adam,Alina
Kamil,Jankowski254,4836,2000-02-12,Informatyka dzienne,Dzienne,254@pjwstk.edu.pl,Adam,Alina
Łukasz,Kowalski255,4788,2000-02-12,Informatyka dzienne,Dzienne,255@pjwstk.edu.pl,Adam,Alina
Tomasz,Nowak256,4474,2000-02-12,Informatyka dzienne po angielsku,Dzienne,256@pjwstk.edu.pl,Adam,Alina
Michał,Brzęczyszczykiewicz257,4454,2000-02-12,Informatyka dzienne,Dzienne,257@pjwstk.edu.pl,Adam,Alina
Patryk,Maciejewski258,4443,2000-02-12,Informatyka dzienne,Dzienne,258@pjwstk.edu.pl,Adam,Alina
Bhagirath,Jankowski259,4851,2000-02-12,Informatyka dzienne,Dzienne,259@pjwstk.edu.pl,Adam,Alina
Michał,Kowalski260,4579,2000-02-12,Informatyka dzienne,Dzienne,260@pjwstk.edu.pl,Adam,Alina
Marek,Nowak261,4461,2000-02-12,Informatyka dzienne,Dzienne,261@pjwstk.edu.pl,Adam,Alina
Przemysław,Brzęczyszczykiewicz262,4747,2000-02-12,Informatyka dzienne,Dzienne,262@pjwstk.edu.pl,Adam,Alina
Marcin,Maciejewski263,4762,2000-02-12,Informatyka dzienne,Dzienne,263@pjwstk.edu.pl,Adam,Alina
Zuzanna,Jankowski264,4413,2000-02-12,Zarządzanie informacją dzienne (kierunek Zarządzanie),Dzienne,264@pjwstk.edu.pl,Adam,Alina
Michał,Kowalski265,4490,2000-02-12,Informatyka dzienne,Dzienne,265@pjwstk.edu.pl,Adam,Alina
Wojciech,Nowak266,4554,2000-02-12,Informatyka dzienne po angielsku,Dzienne,266@pjwstk.edu.pl,Adam,Alina
Enkh-Amgalan,Brzęczyszczykiewicz267,4340,2000-02-12,Informatyka dzienne,Dzienne,267@pjwstk.edu.pl,Adam,Alina
Adrian,Maciejewski268,4586,2000-02-12,Informatyka dzienne,Dzienne,268@pjwstk.edu.pl,Adam,Alina
Bartosz,Jankowski269,4798,2000-02-12,Informatyka dzienne,Dzienne,269@pjwstk.edu.pl,Adam,Alina
Jakub,Kowalski270,4711,2000-02-12,Informatyka dzienne,Dzienne,270@pjwstk.edu.pl,Adam,Alina
Sebastian,Nowak271,4056,2000-02-12,Informatyka dzienne,Dzienne,271@pjwstk.edu.pl,Adam,Alina
Aleksandra,Brzęczyszczykiewicz272,4549,2000-02-12,Informatyka dzienne,Dzienne,272@pjwstk.edu.pl,Adam,Alina
Piotr,Maciejewski273,4618,2000-02-12,Informatyka dzienne,Dzienne,273@pjwstk.edu.pl,Adam,Alina
Adrian,Jankowski274,4530,2000-02-12,Informatyka dzienne,Dzienne,274@pjwstk.edu.pl,Adam,Alina
Andrzej,Kowalski275,4607,2000-02-12,Informatyka dzienne,Dzienne,275@pjwstk.edu.pl,Adam,Alina
Wojciech,Nowak276,4459,2000-02-12,Informatyka dzienne,Dzienne,276@pjwstk.edu.pl,Adam,Alina
Monika,Brzęczyszczykiewicz277,4501,2000-02-12,Informatyka dzienne po angielsku,Dzienne,277@pjwstk.edu.pl,Adam,Alina
Jan,Maciejewski278,4858,2000-02-12,Informatyka dzienne,Dzienne,278@pjwstk.edu.pl,Adam,Alina
Paweł,Jankowski279,4578,2000-02-12,Informatyka dzienne,Dzienne,279@pjwstk.edu.pl,Adam,Alina
Bartosz,Kowalski280,4555,2000-02-12,Informatyka dzienne,Dzienne,280@pjwstk.edu.pl,Adam,Alina
Agata,Nowak281,4589,2000-02-12,Informatyka dzienne,Dzienne,281@pjwstk.edu.pl,Adam,Alina
Matthew,Brzęczyszczykiewicz282,4945,2000-02-12,Informatyka dzienne,Dzienne,282@pjwstk.edu.pl,Adam,Alina
Piotr,Maciejewski283,4556,2000-02-12,Informatyka dzienne po angielsku,Dzienne,283@pjwstk.edu.pl,Adam,Alina
Grzegorz,Jankowski284,4504,2000-02-12,Informatyka dzienne po angielsku,Dzienne,284@pjwstk.edu.pl,Adam,Alina
Sebastian,Kowalski285,4505,2000-02-12,Informatyka dzienne,Dzienne,285@pjwstk.edu.pl,Adam,Alina
Filip,Nowak286,4105,2000-02-12,Informatyka dzienne,Dzienne,286@pjwstk.edu.pl,Adam,Alina
Jakub,Brzęczyszczykiewicz287,4487,2000-02-12,Informatyka dzienne,Dzienne,287@pjwstk.edu.pl,Adam,Alina
Artur,Maciejewski288,4498,2000-02-12,Informatyka dzienne,Dzienne,288@pjwstk.edu.pl,Adam,Alina
Piotr,Jankowski289,4471,2000-02-12,Informatyka dzienne,Dzienne,289@pjwstk.edu.pl,Adam,Alina
Małgorzata,Kowalski290,4855,2000-02-12,Informatyka dzienne,Dzienne,290@pjwstk.edu.pl,Adam,Alina
Arkadiusz,Nowak291,4752,2000-02-12,Informatyka dzienne,Dzienne,291@pjwstk.edu.pl,Adam,Alina
Jakub,Brzęczyszczykiewicz292,4770,2000-02-12,Informatyka dzienne,Dzienne,292@pjwstk.edu.pl,Adam,Alina
Adam,Maciejewski293,4476,2000-02-12,Informatyka dzienne,Dzienne,293@pjwstk.edu.pl,Adam,Alina
Tomasz,Jankowski294,4724,2000-02-12,Informatyka dzienne,Dzienne,294@pjwstk.edu.pl,Adam,Alina
Piotr,Kowalski295,4754,2000-02-12,Informatyka dzienne,Dzienne,295@pjwstk.edu.pl,Adam,Alina
Michał,Nowak296,4769,2000-02-12,Informatyka dzienne,Dzienne,296@pjwstk.edu.pl,Adam,Alina
Maciej,Brzęczyszczykiewicz297,4499,2000-02-12,Informatyka dzienne,Dzienne,297@pjwstk.edu.pl,Adam,Alina
Jakub,Maciejewski298,4733,2000-02-12,Informatyka dzienne,Dzienne,298@pjwstk.edu.pl,Adam,Alina
Kasper,Jankowski299,4584,2000-02-12,Informatyka dzienne,Dzienne,299@pjwstk.edu.pl,Adam,Alina
Krzysztof,Kowalski300,4514,2000-02-12,Informatyka dzienne,Dzienne,300@pjwstk.edu.pl,Adam,Alina
Michał,Nowak301,4448,2000-02-12,Informatyka dzienne,Dzienne,301@pjwstk.edu.pl,Adam,Alina
Paweł,Brzęczyszczykiewicz302,4664,2000-02-12,Informatyka dzienne,Dzienne,302@pjwstk.edu.pl,Adam,Alina
Katarzyna,Maciejewski303,4935,2000-02-12,Informatyka dzienne,Dzienne,303@pjwstk.edu.pl,Adam,Alina
Konrad,Jankowski304,4485,2000-02-12,Informatyka dzienne,Dzienne,304@pjwstk.edu.pl,Adam,Alina
Piotr,Kowalski305,4456,2000-02-12,Informatyka dzienne,Dzienne,305@pjwstk.edu.pl,Adam,Alina
Jan,Nowak306,4107,2000-02-12,Informatyka dzienne,Dzienne,306@pjwstk.edu.pl,Adam,Alina
Radosław,Brzęczyszczykiewicz307,4482,2000-02-12,Informatyka dzienne po angielsku,Dzienne,307@pjwstk.edu.pl,Adam,Alina
Kacper,Maciejewski308,4817,2000-02-12,Informatyka dzienne,Dzienne,308@pjwstk.edu.pl,Adam,Alina
Tomasz,Jankowski309,4765,2000-02-12,Informatyka dzienne,Dzienne,309@pjwstk.edu.pl,Adam,Alina
Lech,Kowalski310,4387,2000-02-12,Informatyka dzienne,Dzienne,310@pjwstk.edu.pl,Adam,Alina
Błażej,Nowak311,4509,2000-02-12,Informatyka dzienne po angielsku,Dzienne,311@pjwstk.edu.pl,Adam,Alina
Karol,Brzęczyszczykiewicz312,4609,2000-02-12,Informatyka dzienne,Dzienne,312@pjwstk.edu.pl,Adam,Alina
Paweł,Maciejewski313,4481,2000-02-12,Informatyka dzienne,Dzienne,313@pjwstk.edu.pl,Adam,Alina
Wojciech,Jankowski314,4512,2000-02-12,Informatyka dzienne po angielsku,Dzienne,314@pjwstk.edu.pl,Adam,Alina
Maciej,Kowalski315,4782,2000-02-12,Informatyka dzienne,Dzienne,315@pjwstk.edu.pl,Adam,Alina
Michał,Nowak316,4492,2000-02-12,Informatyka dzienne,Dzienne,316@pjwstk.edu.pl,Adam,Alina
Piotr,Brzęczyszczykiewicz317,4531,2000-02-12,Informatyka dzienne,Dzienne,317@pjwstk.edu.pl,Adam,Alina
Marcin,Maciejewski318,4406,2000-02-12,Informatyka dzienne po angielsku,Dzienne,318@pjwstk.edu.pl,Adam,Alina
Krzysztof,Jankowski319,4394,2000-02-12,Informatyka dzienne,Dzienne,319@pjwstk.edu.pl,Adam,Alina
Michał,Kowalski320,4627,2000-02-12,Informatyka internetowe magisterskie,Internetowe,320@pjwstk.edu.pl,Adam,Alina
Krzysztof,Nowak321,4830,2000-02-12,Informatyka dzienne,Dzienne,321@pjwstk.edu.pl,Adam,Alina
Adrian,Brzęczyszczykiewicz322,4486,2000-02-12,Informatyka dzienne,Dzienne,322@pjwstk.edu.pl,Adam,Alina
Mariusz,Maciejewski323,4447,2000-02-12,Informatyka dzienne po angielsku,Dzienne,323@pjwstk.edu.pl,Adam,Alina
Bartosz,Jankowski324,4580,2000-02-12,Informatyka dzienne po angielsku,Dzienne,324@pjwstk.edu.pl,Adam,Alina
Piotr,Kowalski325,4284,2000-02-12,Informatyka dzienne,Dzienne,325@pjwstk.edu.pl,Adam,Alina
Michał,Nowak326,4440,2000-02-12,Informatyka dzienne,Dzienne,326@pjwstk.edu.pl,Adam,Alina
Aleksander,Brzęczyszczykiewicz327,4410,2000-02-12,Informatyka dzienne po angielsku,Dzienne,327@pjwstk.edu.pl,Adam,Alina
Andrzej,Maciejewski328,4615,2000-02-12,Informatyka dzienne,Dzienne,328@pjwstk.edu.pl,Adam,Alina
Paweł,Jankowski329,4796,2000-02-12,Informatyka dzienne,Dzienne,329@pjwstk.edu.pl,Adam,Alina
Paweł,Kowalski330,4458,2000-02-12,Informatyka dzienne,Dzienne,330@pjwstk.edu.pl,Adam,Alina
Nakul,Brzęczyszczykiewicz332,4942,2000-02-12,Informatyka dzienne po angielsku,Dzienne,332@pjwstk.edu.pl,Adam,Alina
Tomoto,Maciejewski333,4614,2000-02-12,Informatyka dzienne,Dzienne,333@pjwstk.edu.pl,Adam,Alina
Krzysztof,Jankowski334,4822,2000-02-12,Informatyka dzienne,Dzienne,334@pjwstk.edu.pl,Adam,Alina
Adam,Kowalski335,4433,2000-02-12,Informatyka dzienne po angielsku,Dzienne,335@pjwstk.edu.pl,Adam,Alina
Jan,Nowak336,4557,2000-02-12,Informatyka dzienne,Dzienne,336@pjwstk.edu.pl,Adam,Alina
Gabriel,Brzęczyszczykiewicz337,4599,2000-02-12,Informatyka dzienne,Dzienne,337@pjwstk.edu.pl,Adam,Alina
Michał,Maciejewski338,4419,2000-02-12,Informatyka dzienne,Dzienne,338@pjwstk.edu.pl,Adam,Alina
Michał,Jankowski339,4828,2000-02-12,Informatyka dzienne,Dzienne,339@pjwstk.edu.pl,Adam,Alina
Kacper,Kowalski340,4460,2000-02-12,Informatyka dzienne,Dzienne,340@pjwstk.edu.pl,Adam,Alina
Adrian,Nowak341,4058,2000-02-12,Informatyka dzienne,Dzienne,341@pjwstk.edu.pl,Adam,Alina
Michał,Brzęczyszczykiewicz342,4524,2000-02-12,Informatyka dzienne po angielsku,Dzienne,342@pjwstk.edu.pl,Adam,Alina
Katarzyna,Maciejewski343,4588,2000-02-12,Informatyka dzienne,Dzienne,343@pjwstk.edu.pl,Adam,Alina
Piotr,Jankowski344,4743,2000-02-12,Informatyka dzienne,Dzienne,344@pjwstk.edu.pl,Adam,Alina
Karol,Kowalski345,4721,2000-02-12,Informatyka dzienne,Dzienne,345@pjwstk.edu.pl,Adam,Alina
Radosław,Nowak346,4544,2000-02-12,Informatyka dzienne po angielsku,Dzienne,346@pjwstk.edu.pl,Adam,Alina
Marco,Brzęczyszczykiewicz347,4426,2000-02-12,Informatyka dzienne,Dzienne,347@pjwstk.edu.pl,Adam,Alina
Jagoda,Maciejewski348,4532,2000-02-12,Informatyka dzienne,Dzienne,348@pjwstk.edu.pl,Adam,Alina
Tomasz,Jankowski349,4480,2000-02-12,Informatyka dzienne,Dzienne,349@pjwstk.edu.pl,Adam,Alina
Przemysław,Kowalski350,4441,2000-02-12,Informatyka dzienne,Dzienne,350@pjwstk.edu.pl,Adam,Alina
Michał,Nowak351,4523,2000-02-12,Informatyka dzienne,Dzienne,351@pjwstk.edu.pl,Adam,Alina
Bartosz,Brzęczyszczykiewicz352,4766,2000-02-12,Informatyka dzienne,Dzienne,352@pjwstk.edu.pl,Adam,Alina
Achut,Maciejewski353,4941,2000-02-12,Informatyka dzienne po angielsku,Dzienne,353@pjwstk.edu.pl,Adam,Alina
Aleksander,Jankowski354,4647,2000-02-12,Informatyka dzienne po angielsku,Dzienne,354@pjwstk.edu.pl,Adam,Alina
Jan,Kowalski355,4500,2000-02-12,Informatyka dzienne,Dzienne,355@pjwstk.edu.pl,Adam,Alina
Yuriy,Nowak356,4422,2000-02-12,Informatyka dzienne,Dzienne,356@pjwstk.edu.pl,Adam,Alina
Michał,Brzęczyszczykiewicz357,4660,2000-02-12,Informatyka dzienne po angielsku,Dzienne,357@pjwstk.edu.pl,Adam,Alina
Michał,Maciejewski358,4521,2000-02-12,Informatyka dzienne po angielsku,Dzienne,358@pjwstk.edu.pl,Adam,Alina
Piotr,Jankowski359,4585,2000-02-12,Informatyka dzienne,Dzienne,359@pjwstk.edu.pl,Adam,Alina
Mikołaj,Kowalski360,3081,2000-02-12,Informatyka dzienne,Dzienne,360@pjwstk.edu.pl,Adam,Alina
Dariusz,Nowak361,4710,2000-02-12,Informatyka dzienne,Dzienne,361@pjwstk.edu.pl,Adam,Alina
Anna,Brzęczyszczykiewicz362,4385,2000-02-12,Informatyka dzienne,Dzienne,362@pjwstk.edu.pl,Adam,Alina
Piotr,Maciejewski363,4529,2000-02-12,Informatyka dzienne,Dzienne,363@pjwstk.edu.pl,Adam,Alina
Michał,Jankowski364,4522,2000-02-12,Informatyka zaoczne,Zaoczne,364@pjwstk.edu.pl,Adam,Alina
Dawid,Kowalski365,4827,2000-02-12,Informatyka dzienne,Dzienne,365@pjwstk.edu.pl,Adam,Alina
Karol,Nowak366,4518,2000-02-12,Informatyka dzienne,Dzienne,366@pjwstk.edu.pl,Adam,Alina
Adrian,Brzęczyszczykiewicz367,4384,2000-02-12,Informatyka dzienne,Dzienne,367@pjwstk.edu.pl,Adam,Alina
Łukasz,Maciejewski368,4496,2000-02-12,Informatyka dzienne,Dzienne,368@pjwstk.edu.pl,Adam,Alina
Adam,Jankowski369,4750,2000-02-12,Informatyka dzienne,Dzienne,369@pjwstk.edu.pl,Adam,Alina
Arkadiusz,Kowalski370,4111,2000-02-12,Informatyka dzienne,Dzienne,370@pjwstk.edu.pl,Adam,Alina
Jakub,Nowak371,4484,2000-02-12,Informatyka dzienne,Dzienne,371@pjwstk.edu.pl,Adam,Alina
Michał,Brzęczyszczykiewicz372,4483,2000-02-12,Informatyka dzienne po angielsku,Dzienne,372@pjwstk.edu.pl,Adam,Alina
Tomasz,Maciejewski373,4751,2000-02-12,Informatyka dzienne,Dzienne,373@pjwstk.edu.pl,Adam,Alina
Radosław,Jankowski374,4528,2000-02-12,Informatyka dzienne,Dzienne,374@pjwstk.edu.pl,Adam,Alina
Paweł,Kowalski375,4533,2000-02-12,Informatyka dzienne,Dzienne,375@pjwstk.edu.pl,Adam,Alina
Przemysław,Nowak376,4814,2000-02-12,Informatyka dzienne,Dzienne,376@pjwstk.edu.pl,Adam,Alina
Adam,Brzęczyszczykiewicz377,4753,2000-02-12,Informatyka dzienne,Dzienne,377@pjwstk.edu.pl,Adam,Alina
Dawid,Maciejewski378,4520,2000-02-12,Informatyka dzienne,Dzienne,378@pjwstk.edu.pl,Adam,Alina
Adrian,Jankowski379,4837,2000-02-12,Informatyka dzienne,Dzienne,379@pjwstk.edu.pl,Adam,Alina
Sławomir,Kowalski380,4611,2000-02-12,Informatyka dzienne,Dzienne,380@pjwstk.edu.pl,Adam,Alina
Rafał,Nowak381,4616,2000-02-12,Informatyka dzienne,Dzienne,381@pjwstk.edu.pl,Adam,Alina
Agnieszka,Brzęczyszczykiewicz382,4603,2000-02-12,Informatyka dzienne po angielsku,Dzienne,382@pjwstk.edu.pl,Adam,Alina
string,string,4799,string,string,string,string,string,string
